"Protein"	"Label"	"log2FC"	"SE"	"Tvalue"	"DF"	"pvalue"	"adj.pvalue"
"Q9ERG2"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.11466530855711	0.0945450517485394	-1.2128113152033	112	0.227753863423921	0.476526905500201
"Q9ERI6"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.273442761142676	0.129790844626271	-2.10679545179051	51	0.0400743606148968	0.17133529364632
"Q9ERK4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.192018305005066	0.129148493552286	1.48680251486888	240	0.13837951074813	0.36568695861814
"Q9ERQ8"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.164679853754239	0.30375790622876	-0.542141785867521	11	0.598531613832404	0.786628505441062
"Q9ERR7"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.502519261782027	0.189426207116089	-2.65284972672265	15	0.0180880582244112	0.0983145877623358
"Q9ERS2"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.382842925264066	0.0537616507444286	7.12111551566784	71	7.03844094118722e-10	1.02039087531332e-07
"Q9ERT9"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.351019113451351	0.179017448435626	-1.96080949940238	18	0.0655626309350765	0.230775103373109
"Q9ERU3"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.898978572501683	0.80603695032037	1.11530690019158	14	0.283498183348348	0.5415381041122
"Q9ERU9"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0855234547389414	0.147446368703277	0.580030932542327	46	0.564724243783256	0.766014007182897
"Q9ES00"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0177186507567043	0.286929985924973	0.0617525237022017	11	0.951867667516982	0.977103360817254
"Q9ES28"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.0987210955292521	0.119548948819998	0.825779703658407	191	0.409959329622239	0.656773523885745
"Q9ES97"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.319447373720681	0.115994087194433	-2.75399704801516	114	0.00685376968383666	0.0524846451788914
"Q9ESE1"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.245863769861103	0.435445393545939	0.564625951968337	11	0.583658485866436	0.777438139786843
"Q9ESJ4"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.264938948481001	0.296641386607343	0.893128742118827	31	0.378669526464278	0.632873813634672
"Q9ESK9"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	-0.100535771596625	0.246907016493602	-0.407180699132662	11	0.691686593182814	0.843440490196976
"Q9ESM3"	"WT_NT+TG_NT__-__WT_EGCG+TG_EGCG"	0.266959479409596	0.186839872964979	1.42881428451642	29	0.16374106453589	0.397080723709133
