"Protein"	"Label"	"log2FC"	"SE"	"Tvalue"	"DF"	"pvalue"	"adj.pvalue"
"E9Q401"	"TG_NT-TG_EGCG"	-0.0130017218963526	0.0499981686009443	-0.26004396281241	108	0.795324972971603	0.910989994780859
"E9Q557"	"TG_NT-TG_EGCG"	-0.157148812933298	0.120500416940056	-1.30413501400143	7	0.233430635683197	0.494152900558886
"E9Q6B2"	"TG_NT-TG_EGCG"	0.247846938001235	0.297021125516328	0.834442121146732	6	0.435988523303704	0.693296360116744
"E9Q735"	"TG_NT-TG_EGCG"	-0.0348731666866102	0.0567359234121297	-0.614657602966845	8	0.555855126867519	0.777061272585305
"E9Q8I9"	"TG_NT-TG_EGCG"	-0.522085721348413	0.102661584190257	-5.08550228857621	9	0.0006579185193889	0.00864276726577301
"F6SEU4"	"TG_NT-TG_EGCG"	0.0300923525789892	0.123629549080638	0.243407444278239	5	0.817360862462118	0.921991340419879
"F6ZDS4"	"TG_NT-TG_EGCG"	-0.0998726291814199	0.0532013137150462	-1.87725870297775	91	0.0636861902437522	0.226790462324785
"F8VPU2"	"TG_NT-TG_EGCG"	-0.206207306964641	0.108206560341596	-1.90568211681128	40	0.0638963016044267	0.226790462324785
"G3X9K3"	"TG_NT-TG_EGCG"	-0.0993436793134175	0.155760940118987	-0.637795837888037	21	0.530500217640496	0.754526877666867
"G5E829"	"TG_NT-TG_EGCG"	-0.0381194495162007	0.0585743336020569	-0.650787591971207	177	0.516027530054578	0.743146442958858
"G5E8K5"	"TG_NT-TG_EGCG"	0.0346865656085053	0.0518908614356661	0.668452298705995	127	0.505058048313652	0.737669246736638
"O08529"	"TG_NT-TG_EGCG"	0.0223620889149914	0.0692279065989157	0.323021307643321	145	0.747144455529479	0.88749891948113
"O08530"	"TG_NT-TG_EGCG"	-0.13401129141329	0.158940063132113	-0.843156148125459	7	0.427009453433831	0.686298289611933
"O08532"	"TG_NT-TG_EGCG"	0.326821211335503	0.157692871502903	2.07251734476461	6	0.083595749532865	0.265717934569548
"O08539"	"TG_NT-TG_EGCG"	0.135355128758824	0.0440898458300594	3.06998417006353	137	0.00258174617397389	0.0241234025704647
"O08547"	"TG_NT-TG_EGCG"	0.0318242018257408	0.0490298105700611	0.64907862085793	60	0.518764489481196	0.745597249227843
"O08553"	"TG_NT-TG_EGCG"	0.00271793503361303	0.0649133441293569	0.0418702051183318	203	0.96664332125864	0.984143718088007
"O08579"	"TG_NT-TG_EGCG"	0.0671601662287336	0.0805277748166631	0.834000025229016	21	0.41366752370902	0.673368259901285
"O08581"	"TG_NT-TG_EGCG"	0.145859540274786	0.195760687642429	0.745091070282758	7	0.480479897942005	0.71889488044186
"O08582"	"TG_NT-TG_EGCG"	-0.297294015956058	0.109675553742548	-2.71066801863545	26	0.0117343947592667	0.0723321024180222
"O08583"	"TG_NT-TG_EGCG"	-0.0530828774178944	0.0751064086297928	-0.706768948034054	26	0.485996519362463	0.7227015910319
"O08585"	"TG_NT-TG_EGCG"	-0.105430141208535	0.0980401994517239	-1.07537664955945	39	0.288814155568645	0.562153304441976
"O08586"	"TG_NT-TG_EGCG"	-0.294275885746638	0.146339547206856	-2.01091155031844	5	0.100529291583161	0.300490577696098
"O08599"	"TG_NT-TG_EGCG"	-0.0152403036704426	0.0365018398377203	-0.417521520509594	286	0.676610248056926	0.847015432214346
"O08600"	"TG_NT-TG_EGCG"	0.0579038988172163	0.125642160921366	0.460863601776602	6	0.661128723739829	0.838780561836703
"O08638"	"TG_NT-TG_EGCG"	0.0270366396254297	0.146907377661575	0.184038678354964	29	0.855263974577636	0.935403916895971
